round,steps,score,reward,epsilon
356,15,0,-17.5,0.7003
357,7,0,-37.7,0.6996
358,25,0,-55.5,0.6989
359,47,2,-16.7,0.6982
360,52,2,18.8,0.6976
361,14,0,-37.4,0.6969
362,20,1,-19.0,0.6962
363,7,0,-40.7,0.6955
364,39,1,-29.9,0.6948
365,38,2,-14.8,0.6941
366,22,0,-32.2,0.6934
367,29,0,-26.9,0.6927
368,34,1,-61.4,0.692
369,13,0,-25.3,0.6913
370,126,7,102.4,0.6906
371,6,0,-37.6,0.6899
372,16,0,-34.6,0.6892
373,8,0,-28.8,0.6885
374,22,0,-33.2,0.6878
375,34,0,-48.4,0.6872
376,15,0,-10.5,0.6865
377,30,1,-34.0,0.6858
378,54,3,13.6,0.6851
379,99,5,25.1,0.6844
380,16,0,-13.6,0.6837
381,46,0,-60.6,0.683
382,5,0,-45.5,0.6824
383,15,0,-53.5,0.6817
384,6,0,-45.6,0.681
385,16,0,-31.6,0.6803
386,20,1,-41.0,0.6796
387,7,0,-30.7,0.679
388,15,0,-41.5,0.6783
389,83,2,-10.3,0.6776
390,39,2,-14.9,0.6769
391,25,0,-43.5,0.6762
392,42,2,6.8,0.6756
393,8,0,-39.8,0.6749
394,41,1,-66.1,0.6742
395,75,3,-2.5,0.6735
396,27,1,-30.7,0.6729
397,6,0,-31.6,0.6722
398,70,6,76.0,0.6715
399,33,1,-7.3,0.6709
400,43,1,-10.3,0.6702
401,29,1,-28.9,0.6695
402,12,0,-47.2,0.6688
403,132,6,44.8,0.6682
404,29,1,-38.9,0.6675
405,18,0,-33.8,0.6668
406,22,2,11.8,0.6662
407,7,0,-40.7,0.6655
408,56,3,25.4,0.6648
409,71,2,-12.1,0.6642
410,24,1,-22.4,0.6635
411,13,0,-32.3,0.6629
412,27,0,-24.7,0.6622
413,16,0,-49.6,0.6615
414,17,0,-38.7,0.6609
415,29,1,-28.9,0.6602
416,17,0,-45.7,0.6595
417,22,2,-12.2,0.6589
418,25,0,-24.5,0.6582
419,18,0,-43.8,0.6576
420,23,0,-23.3,0.6569
421,25,1,-29.5,0.6563
422,24,1,-22.4,0.6556
423,25,1,-15.5,0.6549
